Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
FAM_I2540,intergenic_730374_730445,intergenic_region,2,2
SING_I8KS,intergenic_997065_997412,intergenic_region,1,1
FAM_I2541,intergenic_2945843_2946080,intergenic_region,6,6
SING_I8M4,intergenic_1105139_1105903,intergenic_region,1,1
SING_I8PO,intergenic_1357583_1357635,intergenic_region,1,1
SING_I8UK,intergenic_1741634_1741703,intergenic_region,1,1
SING_I8WS,intergenic_1930754_1930823,intergenic_region,1,1
SING_I95O,intergenic_2491006_2491377,intergenic_region,1,1
SING_I970,intergenic_2575671_2575762,intergenic_region,1,1
SING_I9A4,intergenic_2784266_2784562,intergenic_region,1,1
SING_I9F0,intergenic_3124216_3124278,intergenic_region,1,1
FAM_I2542,intergenic_3530810_3530951,intergenic_region,2,3
SING_I9OC,intergenic_3804526_3804620,intergenic_region,1,1
FAM_I2543,intergenic_349717_349950,intergenic_region,4,4
SING_I9Y4,intergenic_4507067_4507147,intergenic_region,1,1
SING_IA0C,intergenic_4671912_4672241,intergenic_region,1,1
FAM_I2545,intergenic_4984341_4984426,intergenic_region,2,2
SING_IA58,intergenic_91572_91642,intergenic_region,1,1
FAM_I2546,intergenic_2866466_2866558,intergenic_region,3,3
SING_IAJG,intergenic_1122295_1122373,intergenic_region,1,1
FAM_I2547,intergenic_2644865_2645012,intergenic_region,6,6
SING_IARG,intergenic_1707121_1707188,intergenic_region,1,1
SING_IAUK,intergenic_1933966_1934061,intergenic_region,1,1
FAM_I2548,intergenic_2828218_2828560,intergenic_region,4,4
SING_IB70,intergenic_2681608_2682169,intergenic_region,1,1
FAM_I2549,intergenic_1468225_1468649,intergenic_region,6,6
FAM_I2551,intergenic_3013600_3013724,intergenic_region,1,2
FAM_I2552,intergenic_4542634_4543114,intergenic_region,6,6
SING_IBQ4,intergenic_4029654_4029705,intergenic_region,1,1
FAM_I2553,intergenic_4160791_4161066,intergenic_region,3,3
FAM_I2554,intergenic_2040269_2040382,intergenic_region,6,6
FAM_I2557,intergenic_901006_901806,intergenic_region,2,2
FAM_I2558,intergenic_2019802_2020104,intergenic_region,6,6
SING_I971,intergenic_2579630_2579727,intergenic_region,1,1
SING_I9F1,intergenic_3125314_3125421,intergenic_region,1,1
FAM_I2559,intergenic_893944_894041,intergenic_region,3,6
FAM_I2560,intergenic_3770425_3770603,intergenic_region,1,1
FAM_I2561,intergenic_3866944_3867040,intergenic_region,1,2
SING_I9Z1,intergenic_4554934_4554987,intergenic_region,1,1
SING_IA59,intergenic_92453_92504,intergenic_region,1,1
FAM_I2562,intergenic_3618990_3619191,intergenic_region,2,2
FAM_I2563,intergenic_2804462_2804814,intergenic_region,6,6
SING_IARH,intergenic_1709165_1709237,intergenic_region,1,1
SING_IATP,intergenic_1876178_1876431,intergenic_region,1,1
SING_IAUL,intergenic_1936147_1936302,intergenic_region,1,1
FAM_I2564,intergenic_2402421_2402942,intergenic_region,6,6
SING_IB71,intergenic_2683929_2684336,intergenic_region,1,1
FAM_I2565,intergenic_3014502_3014687,intergenic_region,1,2
SING_IBEL,intergenic_3244621_3244746,intergenic_region,1,1
FAM_I2566,intergenic_450731_451255,intergenic_region,6,6
FAM_I2567,intergenic_4541560_4542036,intergenic_region,6,6
SING_IBPP,intergenic_4006972_4007177,intergenic_region,1,1
SING_IBQ5,intergenic_4049781_4050235,intergenic_region,1,1
FAM_I2568,intergenic_342436_342492,intergenic_region,6,6
SING_I5JX,intergenic_3902158_3902243,intergenic_region,1,1
SING_I5P9,intergenic_4270997_4271082,intergenic_region,1,1
SING_I5Q5,intergenic_4344202_4345146,intergenic_region,1,1
SING_I5QL,intergenic_4366910_4367075,intergenic_region,1,1
SING_I5UL,intergenic_4650370_4650459,intergenic_region,1,1
FAM_I2570,intergenic_2193462_2193582,intergenic_region,2,2
FAM_I2571,intergenic_2141099_2141176,intergenic_region,2,2
FAM_I2572,intergenic_2016881_2017114,intergenic_region,2,2
FAM_I2573,intergenic_2248562_2248658,intergenic_region,2,2
FAM_I2574,intergenic_2599095_2599166,intergenic_region,2,2
FAM_I2575,intergenic_2859543_2860592,intergenic_region,2,2
FAM_I2576,intergenic_336015_336903,intergenic_region,6,8
FAM_I2577,intergenic_2933533_2933654,intergenic_region,2,2
FAM_I2578,intergenic_3735011_3735355,intergenic_region,2,2
FAM_I2579,intergenic_3872842_3873063,intergenic_region,2,2
FAM_I2580,intergenic_4317778_4317926,intergenic_region,2,2
FAM_I2581,intergenic_4590129_4590212,intergenic_region,2,2
FAM_I2582,intergenic_4620283_4621595,intergenic_region,2,2
FAM_I2583,intergenic_5360081_5360325,intergenic_region,3,3
FAM_I2584,intergenic_5445632_5445699,intergenic_region,2,2
FAM_I2586,intergenic_720980_721077,intergenic_region,6,6
FAM_I2587,intergenic_846773_846932,intergenic_region,3,3
FAM_I2589,intergenic_1133963_1134239,intergenic_region,5,5
FAM_I2590,intergenic_1678867_1679228,intergenic_region,6,6
FAM_I2591,intergenic_52110_52189,intergenic_region,2,2
SING_I88D,intergenic_116514_116627,intergenic_region,1,1
SING_I8GD,intergenic_692904_692978,intergenic_region,1,1
FAM_I2592,intergenic_733953_734274,intergenic_region,2,2
FAM_I2593,intergenic_772806_773208,intergenic_region,3,3
SING_I8J1,intergenic_892333_892644,intergenic_region,1,1
FAM_I2594,intergenic_2910686_2910755,intergenic_region,6,6
SING_I8ML,intergenic_1147420_1147496,intergenic_region,1,1
SING_I8X9,intergenic_1949661_1949972,intergenic_region,1,1
FAM_I2595,intergenic_2107869_2108201,intergenic_region,6,6
FAM_I2596,intergenic_4137658_4137931,intergenic_region,5,5
SING_I4HB,intergenic_1181559_1181660,intergenic_region,1,1
SING_I4LB,intergenic_1471886_1471979,intergenic_region,1,1
SING_I4LR,intergenic_1502861_1502965,intergenic_region,1,1
SING_I4N3,intergenic_1588667_1588786,intergenic_region,1,1
SING_I4RJ,intergenic_1939657_1939974,intergenic_region,1,1
SING_I4RZ,intergenic_2007127_2007776,intergenic_region,1,1
SING_I50V,intergenic_2586827_2587062,intergenic_region,1,1
SING_I54F,intergenic_2823883_2824027,intergenic_region,1,1
SING_I54V,intergenic_2841405_2842007,intergenic_region,1,1
SING_I55B,intergenic_2897501_2897622,intergenic_region,1,1
SING_I57Z,intergenic_3058788_3058894,intergenic_region,1,1
SING_I5A7,intergenic_3224237_3225277,intergenic_region,1,1
SING_I5AN,intergenic_3263438_3263525,intergenic_region,1,1
SING_I5J3,intergenic_3843225_3844525,intergenic_region,1,1
FAM_I2597,intergenic_4109183_4109471,intergenic_region,3,3
FAM_I2598,intergenic_1576537_1577329,intergenic_region,2,2
FAM_I2601,intergenic_2613146_2614025,intergenic_region,2,2
FAM_I2602,intergenic_4306127_4306372,intergenic_region,2,2
SING_I5QN,intergenic_4367634_4368091,intergenic_region,1,1
FAM_I2603,intergenic_4490064_4490140,intergenic_region,6,6
FAM_I2604,intergenic_1987292_1987510,intergenic_region,2,2
FAM_I2605,intergenic_1273543_1273812,intergenic_region,2,17
FAM_I2606,intergenic_2959453_2959611,intergenic_region,2,2
FAM_I2607,intergenic_3132947_3133865,intergenic_region,6,6
FAM_I2608,intergenic_3607217_3607407,intergenic_region,2,2
FAM_I2609,intergenic_5079597_5079719,intergenic_region,2,2
FAM_I2610,intergenic_4189997_4190178,intergenic_region,3,3
FAM_I2736,intergenic_1268348_1268833,intergenic_region,2,2
FAM_I2611,intergenic_1774039_1774834,intergenic_region,2,6
FAM_I2612,intergenic_2199938_2200148,intergenic_region,3,3
FAM_I2614,intergenic_2991760_2992093,intergenic_region,4,4
FAM_I2615,intergenic_3411554_3412698,intergenic_region,2,2
FAM_I2616,intergenic_1493840_1493976,intergenic_region,3,3
FAM_I2618,intergenic_2480998_2481143,intergenic_region,6,6
FAM_I2619,intergenic_2148570_2148676,intergenic_region,6,6
FAM_I2621,intergenic_3142999_3144537,intergenic_region,2,2
SING_I4E,intergenic_294800_294917,intergenic_region,1,1
FAM_I2623,intergenic_734103_734219,intergenic_region,2,2
SING_IHA,intergenic_1196374_1196866,intergenic_region,1,1
FAM_I2624,intergenic_1989971_1990189,intergenic_region,6,6
SING_IUM,intergenic_2011540_2012000,intergenic_region,1,1
SING_IVI,intergenic_2071212_2071538,intergenic_region,1,1
FAM_I2625,intergenic_1827535_1827734,intergenic_region,3,3
FAM_I2626,intergenic_1487858_1487915,intergenic_region,2,2
FAM_I2627,intergenic_2474857_2474983,intergenic_region,3,3
SING_I126,intergenic_2564373_2564522,intergenic_region,1,1
SING_I14U,intergenic_2761174_2761350,intergenic_region,1,1
SING_I19Q,intergenic_3111971_3112053,intergenic_region,1,1
SING_I1I6,intergenic_3721202_3721683,intergenic_region,1,1
FAM_I2628,intergenic_3750782_3751127,intergenic_region,2,2
FAM_I2629,intergenic_4385342_4385392,intergenic_region,2,2
SING_I1TQ,intergenic_4519225_4519337,intergenic_region,1,1
FAM_I2630,intergenic_4579841_4580067,intergenic_region,5,5
FAM_I2631,intergenic_203706_203825,intergenic_region,6,6
FAM_I2632,intergenic_327428_327672,intergenic_region,2,2
FAM_I2633,intergenic_358186_358305,intergenic_region,3,3
FAM_I2634,intergenic_1029174_1029326,intergenic_region,6,6
FAM_I2635,intergenic_1209963_1210600,intergenic_region,2,2
FAM_I2636,intergenic_1247830_1247914,intergenic_region,2,2
FAM_I2637,intergenic_1264304_1264377,intergenic_region,2,2
FAM_I2638,intergenic_1293218_1293310,intergenic_region,2,2
FAM_I2639,intergenic_1337328_1337424,intergenic_region,2,2
FAM_I2640,intergenic_1381745_1382069,intergenic_region,2,2
FAM_I2641,intergenic_1404600_1404680,intergenic_region,2,2
FAM_I2643,intergenic_1557823_1557897,intergenic_region,2,2
FAM_I2644,intergenic_1587725_1587865,intergenic_region,2,2
FAM_I2645,intergenic_1621644_1621710,intergenic_region,6,6
FAM_I2646,intergenic_1659342_1659643,intergenic_region,2,2
FAM_I2647,intergenic_1764424_1764499,intergenic_region,2,2
FAM_I2648,intergenic_2450343_2450457,intergenic_region,2,2
FAM_I2649,intergenic_2641176_2641236,intergenic_region,2,2
FAM_I2650,intergenic_2668503_2668709,intergenic_region,2,2
FAM_I2651,intergenic_2727185_2728157,intergenic_region,5,7
FAM_I2653,intergenic_3198138_3198806,intergenic_region,2,2
FAM_I2654,intergenic_3493091_3493485,intergenic_region,2,2
FAM_I2655,intergenic_3854528_3854615,intergenic_region,2,2
FAM_I2656,intergenic_4222334_4222383,intergenic_region,2,2
FAM_I2657,intergenic_3754429_3754541,intergenic_region,4,6
FAM_I2658,intergenic_4599918_4600054,intergenic_region,2,2
FAM_I2659,intergenic_4628247_4628431,intergenic_region,3,3
FAM_I2660,intergenic_4866185_4866244,intergenic_region,2,2
FAM_I2661,intergenic_5075339_5075437,intergenic_region,2,2
SING_I45A,intergenic_249009_249094,intergenic_region,1,1
FAM_I2662,intergenic_3599659_3599928,intergenic_region,6,6
SING_I466,intergenic_320896_321388,intergenic_region,1,1
FAM_I2663,intergenic_3492298_3492567,intergenic_region,6,6
FAM_I2664,intergenic_3390450_3390582,intergenic_region,6,6
SING_I4BI,intergenic_722157_722253,intergenic_region,1,1
FAM_I2665,intergenic_816773_816843,intergenic_region,2,2
SING_I4EM,intergenic_989373_989835,intergenic_region,1,1
FAM_I2666,intergenic_2856807_2856882,intergenic_region,6,10
SING_I4HA,intergenic_1181013_1181390,intergenic_region,1,1
SING_I4I6,intergenic_1239559_1239900,intergenic_region,1,1
SING_I4LQ,intergenic_1502271_1502330,intergenic_region,1,1
SING_I4RY,intergenic_2006245_2006376,intergenic_region,1,1
FAM_I2667,intergenic_2454109_2454304,intergenic_region,1,2
SING_I4ZY,intergenic_2518357_2518408,intergenic_region,1,1
SING_I55A,intergenic_2896672_2897146,intergenic_region,1,1
FAM_I2668,intergenic_894258_894333,intergenic_region,3,8
SING_I57I,intergenic_3026851_3028699,intergenic_region,1,1
SING_I57Y,intergenic_3058079_3058241,intergenic_region,1,1
SING_I5EM,intergenic_3540784_3540895,intergenic_region,1,1
SING_I5JY,intergenic_3902655_3902993,intergenic_region,1,1
SING_I5NI,intergenic_4159493_4159583,intergenic_region,1,1
FAM_I2670,intergenic_4304450_4305559,intergenic_region,2,3
SING_I5Q6,intergenic_4348192_4348564,intergenic_region,1,1
FAM_I2671,intergenic_3060131_3060404,intergenic_region,1,2
FAM_I2672,intergenic_4491140_4491205,intergenic_region,2,2
FAM_I2673,intergenic_4352358_4352583,intergenic_region,6,6
SING_I5U6,intergenic_4614177_4614279,intergenic_region,1,1
SING_I5UM,intergenic_4653899_4654003,intergenic_region,1,1
SING_I5Z2,intergenic_4977102_4977340,intergenic_region,1,1
FAM_I2674,intergenic_2191758_2191819,intergenic_region,2,2
FAM_I2675,intergenic_2602362_2602437,intergenic_region,2,2
FAM_I2676,intergenic_2710836_2710893,intergenic_region,2,2
FAM_I2677,intergenic_2861265_2861373,intergenic_region,2,2
FAM_I2678,intergenic_2934495_2935006,intergenic_region,2,2
FAM_I2679,intergenic_3284556_3284654,intergenic_region,2,2
FAM_I2680,intergenic_3365957_3366119,intergenic_region,2,2
FAM_I2681,intergenic_3604420_3604516,intergenic_region,2,2
FAM_I2682,intergenic_3735536_3735601,intergenic_region,2,2
FAM_I2683,intergenic_3873415_3873626,intergenic_region,2,2
FAM_I2684,intergenic_4593843_4593900,intergenic_region,2,2
FAM_I2685,intergenic_4622742_4622868,intergenic_region,2,2
FAM_I2686,intergenic_5363800_5364010,intergenic_region,3,3
FAM_I2687,intergenic_486315_486501,intergenic_region,3,3
FAM_I2688,intergenic_688669_688781,intergenic_region,5,5
FAM_I2689,intergenic_853164_853710,intergenic_region,3,3
FAM_I2690,intergenic_942954_943160,intergenic_region,6,6
SING_I87Y,intergenic_81880_81931,intergenic_region,1,1
SING_I88E,intergenic_117594_117688,intergenic_region,1,1
FAM_I2692,intergenic_699209_699692,intergenic_region,2,2
FAM_I2693,intergenic_735025_735275,intergenic_region,2,2
FAM_I2694,intergenic_3128022_3128271,intergenic_region,3,3
SING_I8J2,intergenic_893644_893946,intergenic_region,1,1
FAM_I2695,intergenic_830901_830968,intergenic_region,2,2
SING_I8NI,intergenic_1207726_1208059,intergenic_region,1,1
SING_I8WU,intergenic_1931732_1931818,intergenic_region,1,1
FAM_I2696,intergenic_1907433_1908166,intergenic_region,2,3
SING_I972,intergenic_2580493_2580596,intergenic_region,1,1
FAM_I2697,intergenic_1877960_1878168,intergenic_region,6,6
SING_I9A6,intergenic_2787319_2787931,intergenic_region,1,1
FAM_I2698,intergenic_1669098_1669167,intergenic_region,6,6
SING_I9BI,intergenic_2866115_2866446,intergenic_region,1,1
SING_I9F2,intergenic_3125722_3125814,intergenic_region,1,1
FAM_I2699,intergenic_3445378_3445477,intergenic_region,2,2
SING_I9QM,intergenic_3968346_3968589,intergenic_region,1,1
FAM_I2700,intergenic_3493900_3493996,intergenic_region,2,2
FAM_I2701,intergenic_4103097_4103279,intergenic_region,3,3
FAM_I2702,intergenic_4601732_4602154,intergenic_region,2,2
FAM_I2703,intergenic_4689792_4689881,intergenic_region,2,2
FAM_I2704,intergenic_4867148_4867213,intergenic_region,3,3
FAM_I2705,intergenic_5077478_5077623,intergenic_region,2,2
SING_I467,intergenic_322094_322193,intergenic_region,1,1
FAM_I2706,intergenic_3321506_3322172,intergenic_region,6,6
SING_I4DR,intergenic_907808_907857,intergenic_region,1,1
SING_I4EN,intergenic_997833_998023,intergenic_region,1,1
FAM_I2707,intergenic_3587090_3587208,intergenic_region,3,3
FAM_I2708,intergenic_3767071_3767288,intergenic_region,2,2
FAM_I2709,intergenic_5051445_5051515,intergenic_region,2,2
FAM_I2710,intergenic_4333059_4333126,intergenic_region,2,2
FAM_I2711,intergenic_4583681_4583930,intergenic_region,2,2
FAM_I2712,intergenic_4609521_4609704,intergenic_region,2,2
FAM_I2713,intergenic_4639579_4639855,intergenic_region,3,3
FAM_I2714,intergenic_3982273_3982957,intergenic_region,6,6
FAM_I2715,intergenic_5168851_5168918,intergenic_region,2,2
FAM_I2716,intergenic_5353911_5354108,intergenic_region,2,2
FAM_I2717,intergenic_350872_351027,intergenic_region,4,4
FAM_I2718,intergenic_713471_713651,intergenic_region,5,5
FAM_I2720,intergenic_966509_966783,intergenic_region,6,6
FAM_I2721,intergenic_1018722_1019071,intergenic_region,6,6
FAM_I2723,intergenic_892667_892908,intergenic_region,5,7
FAM_I2724,intergenic_2451169_2451299,intergenic_region,6,6
FAM_I2725,intergenic_3857103_3857955,intergenic_region,2,2
FAM_I2726,intergenic_1814562_1815874,intergenic_region,6,6
SING_I4RK,intergenic_1940374_1940680,intergenic_region,1,1
FAM_I2727,intergenic_1763381_1763452,intergenic_region,2,4
SING_IBQ0,intergenic_4025605_4025874,intergenic_region,1,1
FAM_I2730,intergenic_4436566_4436754,intergenic_region,6,6
FAM_I2731,intergenic_4414192_4414274,intergenic_region,6,6
FAM_I2732,intergenic_4287372_4287763,intergenic_region,6,6
FAM_I2733,intergenic_4263083_4263247,intergenic_region,6,6
FAM_I2734,intergenic_4242255_4242625,intergenic_region,6,6
FAM_I2737,intergenic_2575806_2576097,intergenic_region,5,5
FAM_I2739,intergenic_3699894_3699979,intergenic_region,6,17
FAM_I2740,intergenic_353367_353931,intergenic_region,6,6
FAM_I2741,intergenic_2725747_2727330,intergenic_region,6,54
FAM_I2743,intergenic_3959814_3960241,intergenic_region,4,4
SING_I40,intergenic_272256_272846,intergenic_region,1,1
SING_I4G,intergenic_297022_297380,intergenic_region,1,1
SING_IHC,intergenic_1199589_1199678,intergenic_region,1,1
FAM_I2879,intergenic_2114564_2115536,intergenic_region,6,6
FAM_I2746,intergenic_2250849_2251269,intergenic_region,2,2
FAM_I2747,intergenic_2404842_2405015,intergenic_region,6,8
FAM_I2748,intergenic_2476511_2476693,intergenic_region,3,3
SING_I14W,intergenic_2767356_2767709,intergenic_region,1,1
FAM_I2749,intergenic_2991001_2991267,intergenic_region,2,2
FAM_I2750,intergenic_3020490_3020539,intergenic_region,2,2
FAM_I2751,intergenic_3113478_3113542,intergenic_region,3,3
FAM_I2752,intergenic_3361941_3362111,intergenic_region,2,2
SING_I1PC,intergenic_4250898_4250954,intergenic_region,1,1
FAM_I2753,intergenic_4494407_4494622,intergenic_region,2,2
SING_I1TS,intergenic_4522021_4522126,intergenic_region,1,1
FAM_I2754,intergenic_4586762_4586948,intergenic_region,2,2
FAM_I2755,intergenic_301048_301422,intergenic_region,2,2
FAM_I2756,intergenic_330001_330178,intergenic_region,2,2
FAM_I2757,intergenic_394808_395057,intergenic_region,3,3
FAM_I2758,intergenic_427136_427211,intergenic_region,5,5
FAM_I2759,intergenic_910082_910167,intergenic_region,2,2
FAM_I2760,intergenic_1033066_1033688,intergenic_region,3,3
FAM_I2761,intergenic_1250105_1250255,intergenic_region,2,2
FAM_I2762,intergenic_1304405_1304526,intergenic_region,2,2
FAM_I2763,intergenic_1340446_1341132,intergenic_region,2,2
FAM_I2764,intergenic_1384770_1384908,intergenic_region,2,2
FAM_I2765,intergenic_1412317_1412638,intergenic_region,2,2
FAM_I2766,intergenic_1431244_1431295,intergenic_region,2,2
FAM_I2767,intergenic_1589650_1590012,intergenic_region,2,2
FAM_I2768,intergenic_1623815_1624315,intergenic_region,2,2
FAM_I2769,intergenic_1662269_1662766,intergenic_region,2,2
FAM_I2770,intergenic_1767658_1768355,intergenic_region,2,2
FAM_I2771,intergenic_2318254_2318356,intergenic_region,6,6
FAM_I2772,intergenic_2925852_2926357,intergenic_region,2,2
FAM_I2773,intergenic_2975478_2975755,intergenic_region,6,6
FAM_I2774,intergenic_3077970_3078147,intergenic_region,2,2
FAM_I2775,intergenic_3200583_3200884,intergenic_region,2,2
